StudID,StudID_RT,key_resp_4.keys,key_resp_4.rt,captured_string,Text20_RT,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trialsRecognition.thisRepN,trialsRecognition.thisTrialN,trialsRecognition.thisN,trialsRecognition.thisIndex,trialsRecognition.ran,Rand,RecogWord,keyQuestion.keys,keyQuestion.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,Question5Answer,Question5Answer_RT,Question6Answer,Question6Answer_RT,Question7Answer,Question7Answer_RT,demoResp,demoRT,demoloop.thisRepN,demoloop.thisTrialN,demoloop.thisN,demoloop.thisIndex,demoloop.ran,DemoQuestion
460436,16074.415,space,6.700705,TOUCH,8000.43,0,0,0,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,REPEAT,3576.83,1,0,1,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TREE,2472.735,2,0,2,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,APPLE,8003.545,3,0,3,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WATER,8001.485,4,0,4,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BIKE,7568.67,5,0,5,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DEATH,5584.84,6,0,6,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STUDENT,6116.845,7,0,7,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TALL,4550.27,8,0,8,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WORK,4882.36,9,0,9,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,REPEAT,4983.045,10,0,10,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LIFE,3766.605,11,0,11,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SICK,4839.71,12,0,12,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FAIL,5198.695,13,0,13,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WORK,3902.035,14,0,14,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUN,5164.55,15,0,15,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WORD,7651.805,16,0,16,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BIKE,4600.365,17,0,17,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FALL,5054.385,18,0,18,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.11,19,0,19,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FLOWER,3443.405,20,0,20,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GRASS,5967.32,21,0,21,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LEAF,3787.455,22,0,22,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TREE,4587.62,23,0,23,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SOIL,5262.45,24,0,24,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DIRT,2533.415,25,0,25,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MUSIC,3951.455,26,0,26,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLASS,4538.835,27,0,27,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PENCIL,5448.22,28,0,28,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PAPER,5749.65,29,0,29,0,1,BC,001,2020-12-18_16h58.56.836,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
