StudID,StudID_RT,key_resp_4.keys,key_resp_4.rt,captured_string,Text20_RT,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trialsRecognition.thisRepN,trialsRecognition.thisTrialN,trialsRecognition.thisN,trialsRecognition.thisIndex,trialsRecognition.ran,Rand,RecogWord,keyQuestion.keys,keyQuestion.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,Question5Answer,Question5Answer_RT,Question6Answer,Question6Answer_RT,Question7Answer,Question7Answer_RT,demoResp,demoRT,demoloop.thisRepN,demoloop.thisTrialN,demoloop.thisN,demoloop.thisIndex,demoloop.ran,DemoQuestion
488286,5756.49,space,12.871995,MINUTE,8002.355,0,0,0,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLOCK,7986.9,1,0,1,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BIRD,8000.395,2,0,2,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,YELLOW,8000.695,3,0,3,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,EGGS,7998.805,4,0,4,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FRIGHT,7999.555,5,0,5,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RIGHT,8001.65,6,0,6,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DAGGER,8001.88,7,0,7,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMOOTH,7999.57,8,0,8,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TWELVE,8000.365,9,0,9,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NEPHEW,7999.45,10,0,10,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ORANGE,7999.065,11,0,11,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHEESE,8000.475,12,0,12,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLAM,7999.36,13,0,13,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FISH,8000.665,14,0,14,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,JAIL,8002.79,15,0,15,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DREAM,8000.1,16,0,16,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LAWYER,7999.995,17,0,17,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MONEY,8000.285,18,0,18,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GLORY,8000.945,19,0,19,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TOES,7992.08,20,0,20,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SQUARE,7998.75,21,0,21,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NEWS,8002.08,22,0,22,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BOX,8028.87,23,0,23,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUPPER,7999.565,24,0,24,0,1,SC,001,2020-11-27_11h14.55.875,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
