StudID,StudID_RT,key_resp_4.keys,key_resp_4.rt,captured_string,Text20_RT,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trialsRecognition.thisRepN,trialsRecognition.thisTrialN,trialsRecognition.thisN,trialsRecognition.thisIndex,trialsRecognition.ran,Rand,RecogWord,keyQuestion.keys,keyQuestion.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,Question5Answer,Question5Answer_RT,Question6Answer,Question6Answer_RT,Question7Answer,Question7Answer_RT,demoResp,demoRT,demoloop.thisRepN,demoloop.thisTrialN,demoloop.thisN,demoloop.thisIndex,demoloop.ran,DemoQuestion
464317,4584.4,space,11.21124,,7997.895,0,0,0,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRIBE,7197.32,1,0,1,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BABY,2617.045,2,0,2,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FIRE,1151.335,3,0,3,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRIED,1317.62,4,0,4,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TIRED,1450.99,5,0,5,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HATE,3501.385,6,0,6,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,POLICE,1768.955,7,0,7,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,UNSURE,1569.33,8,0,8,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.98,9,0,9,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HAPPY,7283.235,10,0,10,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ANGRY,2265.81,11,0,11,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLEEP,1252.185,12,0,12,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7997.36,13,0,13,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MAGIC,4083.915,14,0,14,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHURCH,3269.57,15,0,15,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7997.09,16,0,16,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUBJECT,2666.525,17,0,17,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.555,18,0,18,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.95,19,0,19,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SWEET,7549.825,20,0,20,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.64,21,0,21,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7997.11,22,0,22,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FOOD,919.6,23,0,23,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.915,24,0,24,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,HATE,1236.205,25,0,25,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.525,26,0,26,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.75,27,0,27,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.795,28,0,28,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.465,29,0,29,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRIAL,2952.715,30,0,30,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PLAY,7296.925,31,0,31,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LIFE,4331.435,32,0,32,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.39,33,0,33,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,STEEL,3414.395,34,0,34,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CAKE,5114.04,35,0,35,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPICE,2882.085,36,0,36,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,NAME,5930.605,37,0,37,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.33,38,0,38,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.16,39,0,39,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7995.88,40,0,40,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.465,41,0,41,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.125,42,0,42,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.175,43,0,43,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.17,44,0,44,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.26,45,0,45,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.22,46,0,46,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.3,47,0,47,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.205,48,0,48,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LIKE,4564.325,49,0,49,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FILE,6413.545,50,0,50,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.195,51,0,51,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHOICE,2082.56,52,0,52,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MILE,7896.37,53,0,53,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNACK,6263.85,54,0,54,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.085,55,0,55,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7995.9,56,0,56,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.24,57,0,57,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PILE,1848.62,58,0,58,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PAIL,3131.84,59,0,59,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.105,60,0,60,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.2,61,0,61,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7995.99,62,0,62,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7995.94,63,0,63,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.115,64,0,64,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.385,65,0,65,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7996.415,66,0,66,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FLEE,4663.9,67,0,67,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DI,7996.355,68,0,68,0,1,464317,001,2020-12-12_15h18.24.010,DelayedExpNT,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
