StudID,StudID_RT,key_resp_4.keys,key_resp_4.rt,captured_string,Text20_RT,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,trialsRecognition.thisRepN,trialsRecognition.thisTrialN,trialsRecognition.thisN,trialsRecognition.thisIndex,trialsRecognition.ran,Rand,RecogWord,keyQuestion.keys,keyQuestion.rt,key_resp_11.keys,key_resp_11.rt,key_resp_12.keys,key_resp_12.rt,key_resp_13.keys,key_resp_13.rt,key_resp_14.keys,key_resp_14.rt,Question5Answer,Question5Answer_RT,Question6Answer,Question6Answer_RT,Question7Answer,Question7Answer_RT,demoResp,demoRT,demoloop.thisRepN,demoloop.thisTrialN,demoloop.thisN,demoloop.thisIndex,demoloop.ran,DemoQuestion
466865,5784.22,space,4.78632,YELLOW,4418.98,0,0,0,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8001.14,1,0,1,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8001.005,2,0,2,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PURPLE,6150.32,3,0,3,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TREAD,1448.94,4,0,4,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LAST,1617.875,5,0,5,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CRUDE,1206.205,6,0,6,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,THREAD,1884,7,0,7,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8001.135,8,0,8,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,FISH,6055.615,9,0,9,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10141.16,10,0,10,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,28589.1,11,0,11,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7998.04,12,0,12,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8006.3,13,0,13,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WHEAT,4166.9,14,0,14,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8002.295,15,0,15,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.395,16,0,16,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8000.005,17,0,17,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8001.535,18,0,18,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8001.49,19,0,19,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WORLD,4732.72,20,0,20,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7999.63,21,0,21,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8014.09,22,0,22,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,7039.27,23,0,23,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,82.76999998,24,0,24,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,135.595,25,0,25,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,303.41,26,0,26,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,165.95,27,0,27,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,199.0500001,28,0,28,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,51.01,29,0,29,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,166.905,30,0,30,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,100.59,31,0,31,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,135.82,32,0,32,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,124.21,33,0,33,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,132.93,34,0,34,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,116.405,35,0,35,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,131.93,36,0,36,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,148.78,37,0,37,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,115.925,38,0,38,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,100.45,39,0,39,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,133.495,40,0,40,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,321.59,41,0,41,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,133.075,42,0,42,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,183.835,43,0,43,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17.20500004,44,0,44,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,116.925,45,0,45,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,232.93,46,0,46,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,45.78499997,47,0,47,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,228.07,48,0,48,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,133.195,49,0,49,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,149.315,50,0,50,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,116.665,51,0,51,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,166.905,52,0,52,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,116.395,53,0,53,0,1,Trey,001,2020-11-28_11h56.52.999,DelayedExpNT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
